name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,10207,825230544,,yes,,,,"POLYGON ((-76.5033268 42.4033938, -76.5033295 42.4034828, -76.5031379 42.4034859, -76.5031352 42.4033969, -76.5033268 42.4033938))",POINT (-76.5032324 42.4034398),155.9,1678.0
,10208,825230545,,yes,,,,"POLYGON ((-76.4700842 42.4090702, -76.470212 42.409188, -76.4701313 42.4092361, -76.4700036 42.4091183, -76.4700842 42.4090702))",POINT (-76.4701078 42.4091532),142.9,1538.7
,10209,825230547,,yes,,,,"POLYGON ((-76.5033799 42.4091326, -76.5036333 42.4091379, -76.5036302 42.4092222, -76.5033766 42.4092168, -76.5033799 42.4091326))",POINT (-76.503505 42.4091774),195.3,2102.1
,10210,825230548,,yes,,,,"POLYGON ((-76.4804549 42.4034398, -76.4806034 42.4034619, -76.4805792 42.4035514, -76.4804306 42.4035293, -76.4804549 42.4034398))",POINT (-76.480517 42.4034956),126.4,1360.4
,10211,825230549,,yes,,,,"POLYGON ((-76.4741226 42.412905, -76.4740925 42.4130346, -76.4740425 42.4130282, -76.474038 42.4130475, -76.4739561 42.413037, -76.473963 42.4130077, -76.473931 42.4130036, -76.4739588 42.4128841, -76.4741226 42.412905))",POINT (-76.4740249 42.4129638),211.5,2276.8
,10212,825230550,,yes,,,,"POLYGON ((-76.5475841 42.4039196, -76.5475841 42.4038436, -76.5477002 42.4038436, -76.5477002 42.4038244, -76.5478129 42.4038245, -76.5478129 42.4038796, -76.54784 42.4038796, -76.5478399 42.4039197, -76.5475841 42.4039196))",POINT (-76.5477113 42.4038776),188.6,2030.2
,10213,825230551,,yes,,,,"POLYGON ((-76.50242 42.4119191, -76.5025054 42.4119199, -76.5025046 42.4119581, -76.5024194 42.4119574, -76.50242 42.4119191))",POINT (-76.5024623 42.4119386),29.8,320.9
,10214,825230552,,yes,,,,"POLYGON ((-76.4834274 42.4062765, -76.4835756 42.4062412, -76.4836326 42.4063724, -76.4834844 42.4064078, -76.4834274 42.4062765))",POINT (-76.48353 42.4063245),196.1,2111.2
,10215,825230553,,yes,,,,"POLYGON ((-76.4843412 42.4024903, -76.4844078 42.4025242, -76.4844275 42.4025026, -76.4845385 42.4025587, -76.4844807 42.4026215, -76.4843651 42.402563, -76.4843466 42.4025833, -76.4842844 42.4025518, -76.4843412 42.4024903))",POINT (-76.4844146 42.4025529),147.0,1581.8
,10216,825230554,,yes,,,,"POLYGON ((-76.5174474 42.4070839, -76.5174464 42.4071278, -76.5173435 42.4071265, -76.5173445 42.4070826, -76.5174474 42.4070839))",POINT (-76.5173954 42.4071052),41.3,444.4
,10217,825230556,,yes,,,,"POLYGON ((-76.4984178 42.4057328, -76.4986573 42.4057718, -76.4986456 42.4058109, -76.4986792 42.4058164, -76.4986557 42.4058961, -76.4983827 42.4058517, -76.4984178 42.4057328))",POINT (-76.4985312 42.4058153),298.2,3209.5
,10218,825230560,,yes,,,,"POLYGON ((-76.4815186 42.4028125, -76.4816175 42.4028152, -76.4816136 42.4028973, -76.4815148 42.4028946, -76.4815186 42.4028125))",POINT (-76.4815661 42.4028549),74.3,799.2
,10219,825230561,,yes,,,,"POLYGON ((-76.484889 42.4217653, -76.485016 42.4219435, -76.4848935 42.4219915, -76.484857 42.4219402, -76.4848801 42.4219312, -76.4847896 42.421804, -76.484889 42.4217653))",POINT (-76.4849018 42.4218793),220.8,2376.8
,10220,825230562,,yes,,,,"POLYGON ((-76.5039343 42.4028211, -76.5039748 42.4028437, -76.5039812 42.4028767, -76.5039511 42.4029041, -76.5039081 42.4029082, -76.5038914 42.4029233, -76.5038588 42.4029026, -76.5038734 42.4028912, -76.5038595 42.4028659, -76.5038825 42.402831, -76.5039343 42.4028211))",POINT (-76.5039182 42.4028691),76.9,827.8
,10221,825230565,,yes,,,,"POLYGON ((-76.5035296 42.4098795, -76.5036268 42.4098796, -76.5036265 42.4099857, -76.5035293 42.4099857, -76.5035296 42.4098795))",POINT (-76.503578 42.4099326),94.3,1014.7
,10222,825230567,,yes,,,,"POLYGON ((-76.4831013 42.407335, -76.4831029 42.4073582, -76.4831577 42.4073562, -76.4831649 42.4074668, -76.4831487 42.4074675, -76.4831526 42.4075285, -76.4831755 42.4075277, -76.4831821 42.4076263, -76.483127 42.4076283, -76.4831292 42.4076601, -76.4830024 42.4076647, -76.4829981 42.4075987, -76.4829574 42.4076002, -76.4829551 42.4075647, -76.4830077 42.4075627, -76.4830061 42.4075368, -76.482951 42.4075388, -76.4829463 42.4074639, -76.4829979 42.407462, -76.4829958 42.4074294, -76.4829479 42.4074311, -76.4829454 42.4073937, -76.4829714 42.4073927, -76.482968 42.4073397, -76.4831013 42.407335))",POINT (-76.4830646 42.4074977),549.9,5919.0
,10223,825230569,,yes,,,,"POLYGON ((-76.5156051 42.4078835, -76.5154839 42.4078897, -76.5154725 42.4077681, -76.5155936 42.4077618, -76.5156051 42.4078835))",POINT (-76.5155388 42.4078258),135.3,1456.5
,10224,825230570,,yes,,,,"POLYGON ((-76.5163213 42.4073807, -76.5163444 42.4074231, -76.5162935 42.4074382, -76.5162706 42.407396, -76.5163213 42.4073807))",POINT (-76.5163075 42.4074095),22.8,245.7
,10225,825230572,,yes,,,,"POLYGON ((-76.4858199 42.4031321, -76.4857114 42.4032002, -76.4855872 42.4030915, -76.4856957 42.4030234, -76.4858199 42.4031321))",POINT (-76.4857035 42.4031118),185.1,1991.9
,10226,825230573,,yes,,,,"POLYGON ((-76.475992 42.4035831, -76.4760016 42.4036588, -76.4759081 42.4036654, -76.4758985 42.4035897, -76.475992 42.4035831))",POINT (-76.47595 42.4036243),65.3,702.4
,10227,825230576,,yes,,,,"POLYGON ((-76.4718487 42.4090252, -76.4718725 42.4090448, -76.4717857 42.409103, -76.4717616 42.4090835, -76.4718487 42.4090252))",POINT (-76.4718171 42.4090641),28.3,304.4
,10228,825230577,,yes,,,,"POLYGON ((-76.4822647 42.4079371, -76.4824334 42.4079539, -76.482422 42.4080173, -76.4824002 42.4080151, -76.4823944 42.4080464, -76.4824323 42.4080503, -76.4824253 42.408089, -76.4824063 42.4080871, -76.4824021 42.4081104, -76.4824195 42.4081122, -76.482409 42.4081699, -76.4822403 42.4081532, -76.4822454 42.4081261, -76.4822209 42.4081236, -76.4822307 42.4080701, -76.4822495 42.4080721, -76.482253 42.408053, -76.4822252 42.4080503, -76.4822387 42.407975, -76.4822575 42.4079769, -76.4822647 42.4079371))",POINT (-76.482328 42.4080535),356.1,3832.7
,10229,825230578,,yes,,,,"POLYGON ((-76.544371 42.4072262, -76.54458 42.4072998, -76.5445302 42.4073775, -76.5443212 42.4073039, -76.544371 42.4072262))",POINT (-76.5444506 42.4073018),181.9,1957.6
,10230,825230580,,yes,,,,"POLYGON ((-76.4851547 42.4047869, -76.4850373 42.4047781, -76.4850479 42.4047005, -76.4850595 42.4047013, -76.4850617 42.4046857, -76.4851327 42.404691, -76.4851296 42.4047135, -76.4851771 42.404717, -76.4851732 42.4047456, -76.4852332 42.4047501, -76.4852245 42.4048141, -76.4851517 42.4048086, -76.4851547 42.4047869))",POINT (-76.4851301 42.4047514),138.5,1491.1
,10231,825230583,,yes,,,,"POLYGON ((-76.5188912 42.4051598, -76.5190046 42.4051606, -76.5190023 42.4053549, -76.5188937 42.4053541, -76.5188945 42.4052805, -76.5188362 42.4052802, -76.5188367 42.4052342, -76.5188904 42.4052346, -76.5188912 42.4051598))",POINT (-76.518939 42.4052565),220.6,2374.4
,10232,825230584,,yes,,,,"POLYGON ((-76.48659 42.4038019, -76.4867157 42.4038159, -76.4867049 42.403869, -76.4866994 42.4038685, -76.486687 42.403929, -76.4866993 42.4039302, -76.4866874 42.403988, -76.486578 42.4039758, -76.4865898 42.4039169, -76.4865672 42.4039143, -76.48659 42.4038019))",POINT (-76.4866396 42.4038924),189.2,2036.2
,10233,825230585,,yes,,,,"POLYGON ((-76.4783382 42.4055453, -76.4783421 42.4057, -76.4781709 42.4057024, -76.4781678 42.4055776, -76.4781105 42.4055784, -76.478109 42.4055157, -76.4782151 42.4055143, -76.4782159 42.4055469, -76.4783382 42.4055453))",POINT (-76.4782382 42.4056104),289.5,3116.5
,10234,825230588,,yes,,,,"POLYGON ((-76.5433193 42.4071298, -76.5433483 42.407156, -76.5433545 42.4071522, -76.543416 42.4072083, -76.5433477 42.4072495, -76.5433431 42.4072455, -76.5433253 42.4072563, -76.5432887 42.407223, -76.5433066 42.4072123, -76.5432862 42.4071937, -76.5432628 42.4072076, -76.5432339 42.4071814, -76.5433193 42.4071298))",POINT (-76.5433277 42.407193),101.4,1091.5
,10235,825230589,,yes,,,,"POLYGON ((-76.4661298 42.404519, -76.4663448 42.4046691, -76.4662393 42.4047522, -76.4661783 42.4047094, -76.4661936 42.4046974, -76.4660397 42.4045899, -76.4661298 42.404519))",POINT (-76.4661934 42.4046339),275.7,2967.4
,10236,825230590,,yes,,,,"POLYGON ((-76.5175959 42.4037702, -76.5176297 42.4037752, -76.5176249 42.4037932, -76.5175911 42.4037882, -76.5175959 42.4037702))",POINT (-76.5176104 42.4037817),5.8,62.2
,10237,825230591,,yes,,,,"POLYGON ((-76.4761502 42.4029553, -76.476255 42.4029511, -76.4762602 42.4030233, -76.4761554 42.4030275, -76.4761502 42.4029553))",POINT (-76.4762052 42.4029893),69.3,746.4
,10238,825230592,,yes,,,,"POLYGON ((-76.4770414 42.4141661, -76.4771271 42.4142432, -76.4771686 42.4142179, -76.4772183 42.4142625, -76.4771782 42.414287, -76.4772142 42.4143194, -76.4771485 42.4143597, -76.4771154 42.41433, -76.4771006 42.4143389, -76.4770599 42.4143023, -76.4770432 42.4143124, -76.4769457 42.4142245, -76.4770414 42.4141661))",POINT (-76.4770891 42.414263),232.0,2497.4
,10239,825230593,,yes,,,,"POLYGON ((-76.4822643 42.4069725, -76.4822864 42.4070001, -76.4823302 42.4069809, -76.4823732 42.4070348, -76.4823308 42.4070535, -76.4823476 42.4070744, -76.4823782 42.4070611, -76.4824293 42.4071247, -76.4824059 42.407135, -76.4824202 42.4071529, -76.4824454 42.4071419, -76.4824882 42.4071953, -76.4824578 42.4072086, -76.4824809 42.4072375, -76.4823535 42.4072933, -76.4821406 42.4070266, -76.4822643 42.4069725))",POINT (-76.4823216 42.4071265),487.1,5243.6
,10240,825230594,,yes,,,,"POLYGON ((-76.4814818 42.4028733, -76.4814823 42.4029543, -76.4813004 42.4029551, -76.4812999 42.4028742, -76.4814818 42.4028733))",POINT (-76.4813911 42.4029142),134.6,1448.3
,10241,825230595,,yes,,,,"POLYGON ((-76.5427791 42.4079888, -76.5428372 42.4080379, -76.5427589 42.4080888, -76.5427008 42.4080397, -76.5427791 42.4079888))",POINT (-76.542769 42.4080388),62.1,668.9
,10242,825230599,,yes,,,,"POLYGON ((-76.4877225 42.4036197, -76.487681 42.4036504, -76.487652 42.4036289, -76.4876935 42.4035982, -76.4877225 42.4036197))",POINT (-76.4876872 42.4036243),16.3,175.3
,10243,825230600,,yes,,,,"POLYGON ((-76.4751307 42.4123772, -76.4752339 42.4124702, -76.4752495 42.4124608, -76.4752596 42.4124699, -76.4752842 42.412455, -76.4753228 42.41249, -76.4752822 42.4125147, -76.4753088 42.4125387, -76.4752122 42.4125973, -76.475099 42.412495, -76.4750797 42.4125066, -76.4750515 42.412481, -76.4750657 42.4124725, -76.4750287 42.4124392, -76.4751307 42.4123772))",POINT (-76.4751771 42.4124866),272.5,2933.2
,10244,825230603,,yes,,,,"POLYGON ((-76.5177378 42.4038856, -76.5177492 42.403802, -76.517797 42.4038056, -76.5177856 42.4038891, -76.5177378 42.4038856))",POINT (-76.5177674 42.4038456),36.9,396.8
,10245,825230604,,yes,,,,"POLYGON ((-76.4776984 42.4130124, -76.4777281 42.413086, -76.4776989 42.4130925, -76.4777282 42.4131652, -76.4776203 42.413189, -76.4775613 42.4130428, -76.4776984 42.4130124))",POINT (-76.4776512 42.4130978),178.5,1920.9
,10246,825230605,,yes,,,,"POLYGON ((-76.4652 42.4054025, -76.465294 42.4053112, -76.4653906 42.4053658, -76.4653474 42.4054077, -76.465329 42.4053973, -76.4652782 42.4054467, -76.4652 42.4054025))",POINT (-76.4652933 42.4053792),114.3,1230.6
,10247,825230607,,yes,,,,"POLYGON ((-76.4842593 42.4072977, -76.4843978 42.407303, -76.4843934 42.4073671, -76.4843667 42.4073661, -76.4843624 42.4074286, -76.4842287 42.4074236, -76.4842341 42.4073447, -76.484256 42.4073455, -76.4842593 42.4072977))",POINT (-76.4843111 42.4073625),161.3,1735.7
,10248,825230608,,yes,,,,"POLYGON ((-76.4805511 42.4039574, -76.4805885 42.4040171, -76.4806047 42.4040114, -76.4806398 42.4040677, -76.4805159 42.4041103, -76.4804432 42.4039943, -76.4805511 42.4039574))",POINT (-76.4805389 42.4040344),148.9,1602.5
,10249,825230611,,yes,,,,"POLYGON ((-76.5161763 42.4083982, -76.5161721 42.4084302, -76.516101 42.408425, -76.5161052 42.408393, -76.5161763 42.4083982))",POINT (-76.5161387 42.4084116),21.0,225.9
,10250,825230612,,yes,,,,"POLYGON ((-76.5393997 42.4088928, -76.5394404 42.4089285, -76.5393512 42.4089842, -76.5393105 42.4089486, -76.5393997 42.4088928))",POINT (-76.5393755 42.4089385),49.8,535.9
,10251,825230617,,yes,,,,"POLYGON ((-76.4709815 42.4102276, -76.4710513 42.4102985, -76.4709181 42.4103704, -76.4708483 42.4102993, -76.4709815 42.4102276))",POINT (-76.4709498 42.410299),132.2,1422.9
,10252,825230619,,yes,,,,"POLYGON ((-76.4652462 42.4030969, -76.4652807 42.4030769, -76.4653046 42.4030995, -76.4652701 42.4031195, -76.4652462 42.4030969))",POINT (-76.4652754 42.4030982),11.5,123.7
,10253,825230625,,yes,,,,"POLYGON ((-76.4866923 42.4034323, -76.4866519 42.403247, -76.4867586 42.4032342, -76.4867726 42.4032985, -76.4868306 42.4032915, -76.4868361 42.4033166, -76.4868025 42.4033206, -76.4868235 42.4034166, -76.4866923 42.4034323))",POINT (-76.4867378 42.4033353),221.0,2379.3
,10254,825230628,,yes,,,,"POLYGON ((-76.4840748 42.4077421, -76.4841282 42.4077941, -76.4840948 42.4078128, -76.4841572 42.4078739, -76.4840625 42.4079272, -76.4839467 42.407814, -76.4840748 42.4077421))",POINT (-76.4840566 42.4078347),179.3,1929.9
,10255,825230630,,yes,,,,"POLYGON ((-76.4865602 42.4042106, -76.4865296 42.404272, -76.4864557 42.4042518, -76.4864445 42.4042602, -76.4863932 42.4042461, -76.4863973 42.4042379, -76.4861864 42.4041802, -76.4862179 42.4041169, -76.4865602 42.4042106))",POINT (-76.4863735 42.404196),228.0,2454.7
,10256,825230631,,yes,,,,"POLYGON ((-76.4762161 42.4137874, -76.4761688 42.4138246, -76.4760584 42.4137474, -76.4761056 42.4137103, -76.4762161 42.4137874))",POINT (-76.4761372 42.4137674),70.8,762.0
,10257,825230634,,yes,,,,"POLYGON ((-76.4855892 42.4082253, -76.485526 42.4084022, -76.4854237 42.4083821, -76.4854513 42.4083049, -76.4854108 42.408297, -76.4854465 42.4081973, -76.4855892 42.4082253))",POINT (-76.485496 42.4082941),216.3,2328.7
,10258,825230636,,yes,,,,"POLYGON ((-76.5479516 42.4037376, -76.5479188 42.4037538, -76.5478873 42.4037187, -76.5479201 42.4037025, -76.5479516 42.4037376))",POINT (-76.5479195 42.4037281),15.2,163.4
,10259,825230638,,yes,,,,"POLYGON ((-76.5039689 42.4113654, -76.5039706 42.4114616, -76.5038586 42.4114627, -76.5038579 42.4114272, -76.503788 42.411428, -76.5037869 42.4113673, -76.5039689 42.4113654))",POINT (-76.5038879 42.4114093),137.2,1477.1
,10260,825230641,,yes,,,,"POLYGON ((-76.4698391 42.4080113, -76.4697386 42.4078774, -76.4698288 42.4078402, -76.4698616 42.4078839, -76.4698995 42.4078683, -76.4699434 42.4079269, -76.4699133 42.4079393, -76.4699371 42.4079709, -76.4698391 42.4080113))",POINT (-76.4698459 42.4079232),174.0,1872.8
,10261,825230642,,yes,,,,"POLYGON ((-76.4836808 42.4214025, -76.4837399 42.4214955, -76.4836811 42.4215159, -76.4836691 42.4214974, -76.4836216 42.421514, -76.4835742 42.4214396, -76.4836808 42.4214025))",POINT (-76.4836576 42.4214629),100.6,1083.2
,10262,825230643,,yes,,,,"POLYGON ((-76.4835283 42.4066217, -76.4834975 42.4065242, -76.4835544 42.4065143, -76.4835487 42.4064962, -76.4836226 42.4064834, -76.4836322 42.4065138, -76.4836672 42.4065077, -76.4836941 42.4065929, -76.4835283 42.4066217))",POINT (-76.4835939 42.4065552),164.6,1771.3
,10263,825230644,,yes,,,,"POLYGON ((-76.5019984 42.416198, -76.5019959 42.4159952, -76.5021825 42.415994, -76.502185 42.4161967, -76.5019984 42.416198))",POINT (-76.5020904 42.416096),345.7,3720.6
,10264,825230645,,yes,,,,"POLYGON ((-76.4802649 42.4065428, -76.4803185 42.4065954, -76.480275 42.40662, -76.480299 42.4066435, -76.4803316 42.4066254, -76.4803922 42.4066848, -76.4803672 42.4066988, -76.4804143 42.4067448, -76.4804349 42.4067334, -76.4804617 42.4067596, -76.4803244 42.4068367, -76.480271 42.4067845, -76.4803016 42.4067674, -76.4802785 42.4067449, -76.4802511 42.4067601, -76.4800956 42.406608, -76.4802073 42.4065453, -76.4802264 42.4065642, -76.4802649 42.4065428))",POINT (-76.480276 42.4066817),417.7,4496.5
,10265,825230648,,yes,,,,"POLYGON ((-76.4806234 42.4165037, -76.4804655 42.4164121, -76.4804994 42.41638, -76.4804663 42.4163608, -76.4805238 42.4163064, -76.4805908 42.4163453, -76.4805656 42.4163691, -76.4806897 42.416441, -76.4806234 42.4165037))",POINT (-76.480567 42.4164095),184.3,1983.8
,10266,825230654,,yes,,,,"POLYGON ((-76.4827322 42.404929, -76.4828942 42.4050271, -76.4828068 42.4051064, -76.4826448 42.4050083, -76.4827322 42.404929))",POINT (-76.4827695 42.4050177),195.7,2106.8
,10267,825230656,,yes,,,,"POLYGON ((-76.4808967 42.4042738, -76.4810386 42.4043541, -76.4809763 42.4044147, -76.4809196 42.4043826, -76.4809039 42.4043978, -76.4808186 42.4043496, -76.4808967 42.4042738))",POINT (-76.4809276 42.4043471),143.1,1540.3
,10268,825230657,,yes,,,,"POLYGON ((-76.5191593 42.4044892, -76.5191961 42.4044972, -76.5191884 42.4045169, -76.5191516 42.404509, -76.5191593 42.4044892))",POINT (-76.5191738 42.4045031),7.2,77.5
College Circle 150,10269,825230658,,yes,,,,"POLYGON ((-76.5012037 42.411315, -76.5012155 42.4113272, -76.5012268 42.4113394, -76.5012382 42.4113518, -76.501249 42.4113643, -76.5012594 42.4113768, -76.5012698 42.4113897, -76.5012797 42.4114026, -76.5012894 42.4114156, -76.5012987 42.4114288, -76.5013077 42.411442, -76.5013165 42.4114554, -76.5013248 42.411469, -76.5013329 42.4114825, -76.5013407 42.4114962, -76.5013481 42.41151, -76.5013553 42.4115239, -76.501362 42.4115379, -76.5013684 42.411552, -76.5013746 42.4115662, -76.5013804 42.4115805, -76.501386 42.4115947, -76.501391 42.4116091, -76.5013959 42.4116235, -76.5014003 42.411638, -76.5014044 42.4116525, -76.5014081 42.4116671, -76.5014115 42.4116819, -76.5014145 42.4116966, -76.5014173 42.4117112, -76.5014196 42.4117261, -76.5014216 42.4117409, -76.5014232 42.4117556, -76.5014246 42.4117705, -76.5014255 42.4117829, -76.5012933 42.4118205, -76.5012802 42.4117953, -76.5012681 42.4117987, -76.5012453 42.4117548, -76.5012587 42.411751, -76.5012448 42.4117245, -76.5012722 42.4117168, -76.5012602 42.4116932, -76.5012483 42.4116967, -76.5012264 42.4116548, -76.5012398 42.4116509, -76.5012262 42.4116244, -76.5012445 42.4116192, -76.5012323 42.4115953, -76.5012161 42.4115999, -76.5011934 42.4115563, -76.5012046 42.4115533, -76.5011928 42.4115303, -76.5011805 42.4115337, -76.5011694 42.4115124, -76.5011567 42.4115162, -76.5011318 42.4114683, -76.5011468 42.411464, -76.5011362 42.4114434, -76.5011144 42.4114496, -76.5011022 42.4114259, -76.5010927 42.4114287, -76.5010671 42.4113796, -76.5010782 42.4113765, -76.5010667 42.4113542, -76.5012037 42.411315))",POINT (-76.5012675 42.411561),750.4,8077.4
,10270,825230659,,yes,,,,"POLYGON ((-76.4998948 42.4076219, -76.4997561 42.4078576, -76.4996881 42.4078357, -76.4996595 42.4078842, -76.4996777 42.4079179, -76.4994808 42.4080492, -76.4992915 42.4078978, -76.4994537 42.4077812, -76.4994952 42.4077105, -76.4994556 42.4076977, -76.4995059 42.4076123, -76.4995462 42.4076253, -76.4996036 42.4075278, -76.4998948 42.4076219))",POINT (-76.4995982 42.4077788),1358.7,14624.8
,10271,825230660,,yes,,,,"POLYGON ((-76.4965039 42.4070433, -76.4965896 42.407051, -76.496584 42.4070843, -76.4966469 42.40709, -76.4966506 42.4070681, -76.4967413 42.4070764, -76.4967208 42.4071998, -76.496594 42.4071882, -76.4965924 42.4071989, -76.4965574 42.4071956, -76.4965591 42.407186, -76.4964815 42.4071789, -76.4965039 42.4070433))",POINT (-76.4966084 42.4071281),274.1,2950.4
,10272,825230663,,yes,,,,"POLYGON ((-76.5396783 42.4086582, -76.5397144 42.4086876, -76.539663 42.4087225, -76.5396267 42.4086932, -76.5396783 42.4086582))",POINT (-76.5396706 42.4086904),25.4,273.1
,10273,825230665,,yes,,,,"POLYGON ((-76.4627926 42.4032098, -76.4629408 42.4032877, -76.4628393 42.4033941, -76.4626911 42.4033162, -76.4627926 42.4032098))",POINT (-76.4628159 42.4033019),216.3,2328.6
,10274,825230667,,yes,,,,"POLYGON ((-76.4846696 42.4090223, -76.4846122 42.4090742, -76.4845534 42.4090385, -76.4845348 42.4090553, -76.4844109 42.4089802, -76.4844869 42.4089114, -76.4846696 42.4090223))",POINT (-76.4845374 42.4089958),176.6,1901.1
Ithaca Fire Department South Hill Station 3,10275,825230669,,yes,fire_station,,,"POLYGON ((-76.5016071 42.4182063, -76.5016316 42.4182112, -76.5016249 42.4182292, -76.5017688 42.4182584, -76.5017788 42.4182318, -76.5019526 42.4182673, -76.5018327 42.4185898, -76.5016562 42.4185538, -76.5017001 42.4184355, -76.5015534 42.4184056, -76.5015473 42.4184222, -76.5015283 42.4184184, -76.5016071 42.4182063))",POINT (-76.5017504 42.4183824),855.4,9207.6
,10276,825230670,,yes,,,,"POLYGON ((-76.5073096 42.4105664, -76.5073747 42.4106745, -76.5072907 42.4107022, -76.5072255 42.4105942, -76.5073096 42.4105664))",POINT (-76.5073001 42.4106343),99.5,1070.9
,10277,825230671,,yes,,,,"POLYGON ((-76.5438352 42.4074222, -76.54389 42.4074783, -76.5438664 42.407491, -76.5438842 42.407509, -76.5438423 42.4075316, -76.5438266 42.4075155, -76.5438217 42.4075181, -76.5437651 42.4074599, -76.5438352 42.4074222))",POINT (-76.5438318 42.407476),65.6,705.8
,10278,825230673,,yes,,,,"POLYGON ((-76.4838306 42.4217808, -76.4838706 42.4218596, -76.4838777 42.4218575, -76.4839396 42.4219794, -76.4838268 42.4220108, -76.4837906 42.4219391, -76.4837843 42.4219408, -76.483719 42.4218119, -76.4838306 42.4217808))",POINT (-76.4838291 42.421896),238.0,2562.3
,10279,825230676,,yes,,,,"POLYGON ((-76.4523595 42.416413, -76.4525676 42.4165077, -76.4525191 42.4165663, -76.4524696 42.4165438, -76.4524564 42.4165598, -76.4522977 42.4164874, -76.4523595 42.416413))",POINT (-76.4524297 42.4164941),185.2,1994.0
,10280,825230677,,yes,,,,"POLYGON ((-76.5189933 42.4053806, -76.5189891 42.4054076, -76.5189215 42.4054019, -76.5189257 42.4053749, -76.5189933 42.4053806))",POINT (-76.5189574 42.4053912),16.9,181.9
,10281,825230679,,yes,,,,"POLYGON ((-76.5015132 42.4175833, -76.5015599 42.4175893, -76.5015499 42.4176327, -76.5015032 42.4176269, -76.5015132 42.4175833))",POINT (-76.5015315 42.417608),19.1,205.6
,10282,825230680,,yes,,,,"POLYGON ((-76.4843682 42.407135, -76.484253 42.4071426, -76.4842486 42.4071059, -76.4842229 42.4071076, -76.4842112 42.4070106, -76.4843521 42.4070013, -76.4843682 42.407135))",POINT (-76.4842924 42.40707),164.8,1773.8
,10283,825230681,,yes,,,,"POLYGON ((-76.4817293 42.4034332, -76.4819234 42.4034371, -76.4819229 42.4034495, -76.4820236 42.4034515, -76.4820207 42.4035309, -76.4817261 42.4035251, -76.4817293 42.4034332))",POINT (-76.4818702 42.4034839),236.1,2540.9
,10284,825230683,,yes,,,,"POLYGON ((-76.470467 42.4060913, -76.4706393 42.406127, -76.4706109 42.4062024, -76.4704909 42.4061776, -76.4704951 42.4061666, -76.4704425 42.4061558, -76.470467 42.4060913))",POINT (-76.4705422 42.4061459),122.4,1317.9
,10285,825230685,,yes,,,,"POLYGON ((-76.4807143 42.4035189, -76.4807163 42.4035947, -76.4806237 42.4035962, -76.4806217 42.4035202, -76.4807143 42.4035189))",POINT (-76.480669 42.4035575),64.2,691.5
,10286,825230687,,yes,,,,"POLYGON ((-76.4516187 42.4087124, -76.4515145 42.4085437, -76.4515715 42.4085244, -76.4516757 42.4086931, -76.4516187 42.4087124))",POINT (-76.4515951 42.4086184),106.2,1143.5
,10287,825230688,,yes,,,,"POLYGON ((-76.507233 42.4104734, -76.5072706 42.4105279, -76.5071609 42.4105697, -76.5071232 42.410515, -76.507233 42.4104734))",POINT (-76.5071969 42.4105215),69.1,743.7
,10288,825230689,,yes,,,,"POLYGON ((-76.4835257 42.4067245, -76.4836883 42.4067193, -76.4836933 42.4068052, -76.4836538 42.4068065, -76.4836566 42.4068541, -76.4835335 42.4068581, -76.4835257 42.4067245))",POINT (-76.4836048 42.4067848),181.6,1954.4
,10289,825230695,,yes,,,,"POLYGON ((-76.5421624 42.409657, -76.5421742 42.4097303, -76.5420848 42.409738, -76.5420733 42.4096649, -76.5421624 42.409657))",POINT (-76.5421237 42.4096976),60.5,651.4
,10290,825230696,,yes,,,,"POLYGON ((-76.5058988 42.4098409, -76.5058645 42.4098253, -76.5058819 42.4098043, -76.5059162 42.40982, -76.5058988 42.4098409))",POINT (-76.5058903 42.4098226),9.1,97.4
,10291,825230698,,yes,,,,"POLYGON ((-76.4995303 42.4144401, -76.4995484 42.4144057, -76.4995762 42.4144137, -76.4995581 42.4144481, -76.4995303 42.4144401))",POINT (-76.4995533 42.4144269),10.1,108.3
,10292,825230701,,yes,,,,"POLYGON ((-76.4934127 42.4060861, -76.4935783 42.4060842, -76.4935808 42.4062044, -76.4934972 42.4062054, -76.4934867 42.4061799, -76.4934147 42.4061807, -76.4934127 42.4060861))",POINT (-76.4935015 42.40614),163.9,1764.3
,10293,825230703,,yes,,,,"POLYGON ((-76.5285618 42.4043029, -76.528679 42.4043514, -76.5286279 42.4044193, -76.5285107 42.4043708, -76.5285618 42.4043029))",POINT (-76.5285948 42.4043611),95.4,1026.4
,10294,825230705,,yes,,,,"POLYGON ((-76.478824 42.4026508, -76.4787577 42.4026466, -76.4787625 42.4026046, -76.4788288 42.4026087, -76.478824 42.4026508))",POINT (-76.4787933 42.4026277),25.7,276.2
,10295,825230706,,yes,,,,"POLYGON ((-76.5009297 42.4177985, -76.5009789 42.4177601, -76.5010335 42.4177986, -76.5009842 42.4178369, -76.5009297 42.4177985))",POINT (-76.5009816 42.4177985),36.4,391.9
,10296,825230707,,yes,,,,"POLYGON ((-76.518737 42.4042476, -76.518711 42.4042372, -76.5187411 42.404196, -76.5187671 42.4042064, -76.518737 42.4042476))",POINT (-76.518739 42.4042218),12.6,136.1
